Measure,RowIndex,X,Y,Height,Width,Image
1310,3,477,447,70,37,Wagner_WWV086A_053.png
1311,3,515,447,70,47,Wagner_WWV086A_053.png
1312,4,51,568,61,87,Wagner_WWV086A_053.png
1313,4,139,568,61,56,Wagner_WWV086A_053.png
1314,4,196,568,61,125,Wagner_WWV086A_053.png
1315,4,322,568,61,111,Wagner_WWV086A_053.png
1316,4,433,568,61,127,Wagner_WWV086A_053.png
1317,5,50,679,67,176,Wagner_WWV086A_053.png
1318,5,227,679,67,81,Wagner_WWV086A_053.png
1319,5,310,679,67,88,Wagner_WWV086A_053.png
1320,5,399,679,67,86,Wagner_WWV086A_053.png
1321,5,486,679,67,74,Wagner_WWV086A_053.png
1322,0,52,88,65,103,Wagner_WWV086A_054.png
1323,0,156,88,65,95,Wagner_WWV086A_054.png
1324,0,253,88,65,92,Wagner_WWV086A_054.png
1325,0,346,88,65,106,Wagner_WWV086A_054.png
1326,0,452,88,65,106,Wagner_WWV086A_054.png
1327,1,52,203,67,178,Wagner_WWV086A_054.png
1328,1,231,203,67,83,Wagner_WWV086A_054.png
1329,1,315,203,67,87,Wagner_WWV086A_054.png
1330,1,402,203,67,72,Wagner_WWV086A_054.png
1331,1,476,203,67,85,Wagner_WWV086A_054.png
1332,2,52,322,62,112,Wagner_WWV086A_054.png
1333,2,165,322,62,108,Wagner_WWV086A_054.png
1334,2,274,322,62,93,Wagner_WWV086A_054.png
1335,2,368,322,62,105,Wagner_WWV086A_054.png
1336,2,474,322,62,88,Wagner_WWV086A_054.png
1337,3,52,437,60,83,Wagner_WWV086A_054.png
1338,3,136,437,60,72,Wagner_WWV086A_054.png
1339,3,209,437,60,56,Wagner_WWV086A_054.png
1340,3,266,437,60,101,Wagner_WWV086A_054.png
1341,3,368,437,60,97,Wagner_WWV086A_054.png
1342,3,466,437,60,97,Wagner_WWV086A_054.png
1343,4,53,556,71,112,Wagner_WWV086A_054.png
1344,4,166,556,71,84,Wagner_WWV086A_054.png
1345,4,251,556,71,74,Wagner_WWV086A_054.png
1346,4,326,556,71,72,Wagner_WWV086A_054.png
1347,4,399,556,71,76,Wagner_WWV086A_054.png
1348,4,476,556,71,87,Wagner_WWV086A_054.png
1349,5,53,682,67,106,Wagner_WWV086A_054.png
1350,5,161,682,67,80,Wagner_WWV086A_054.png
1351,5,241,682,67,78,Wagner_WWV086A_054.png
1352,5,321,682,67,74,Wagner_WWV086A_054.png
1353,5,396,682,67,78,Wagner_WWV086A_054.png
1354,5,475,682,67,89,Wagner_WWV086A_054.png
1355,0,57,101,63,119,Wagner_WWV086A_055.png
1356,0,177,101,63,95,Wagner_WWV086A_055.png
1357,0,273,101,63,81,Wagner_WWV086A_055.png
1358,0,355,101,63,63,Wagner_WWV086A_055.png
1359,0,419,101,63,54,Wagner_WWV086A_055.png
1360,0,474,101,63,82,Wagner_WWV086A_055.png
1361,1,57,214,62,112,Wagner_WWV086A_055.png
1362,1,170,214,62,86,Wagner_WWV086A_055.png
1363,1,257,214,62,79,Wagner_WWV086A_055.png
1364,1,337,214,62,128,Wagner_WWV086A_055.png
1365,1,466,214,62,90,Wagner_WWV086A_055.png
1366,2,56,329,67,128,Wagner_WWV086A_055.png
1367,2,185,329,67,93,Wagner_WWV086A_055.png
1368,2,279,329,67,88,Wagner_WWV086A_055.png
1369,2,368,329,67,91,Wagner_WWV086A_055.png
1370,2,460,329,67,96,Wagner_WWV086A_055.png
1371,3,56,446,67,118,Wagner_WWV086A_055.png
1372,3,175,446,67,84,Wagner_WWV086A_055.png
1373,3,260,446,67,80,Wagner_WWV086A_055.png
1374,3,341,446,67,59,Wagner_WWV086A_055.png
1375,3,401,446,67,69,Wagner_WWV086A_055.png
1376,3,471,446,67,85,Wagner_WWV086A_055.png
1377,4,55,557,61,112,Wagner_WWV086A_055.png
1378,4,168,557,61,68,Wagner_WWV086A_055.png
1379,4,237,557,61,73,Wagner_WWV086A_055.png
1380,4,311,557,61,82,Wagner_WWV086A_055.png
1381,4,394,557,61,162,Wagner_WWV086A_055.png
1382,5,54,671,76,110,Wagner_WWV086A_055.png
1383,5,165,671,76,86,Wagner_WWV086A_055.png
1384,5,252,671,76,100,Wagner_WWV086A_055.png
1385,5,353,671,76,99,Wagner_WWV086A_055.png
1386,5,453,671,76,103,Wagner_WWV086A_055.png
1387,0,47,83,66,159,Wagner_WWV086A_056.png
1388,0,206,83,66,178,Wagner_WWV086A_056.png
1389,0,386,83,66,182,Wagner_WWV086A_056.png
1390,1,47,208,77,195,Wagner_WWV086A_056.png
1391,1,243,208,77,98,Wagner_WWV086A_056.png
1392,1,342,208,77,88,Wagner_WWV086A_056.png
1393,1,431,208,77,73,Wagner_WWV086A_056.png
1394,1,505,208,77,63,Wagner_WWV086A_056.png
1395,2,47,331,62,106,Wagner_WWV086A_056.png
1396,2,154,331,62,56,Wagner_WWV086A_056.png
1397,2,211,331,62,57,Wagner_WWV086A_056.png
1398,2,269,331,62,38,Wagner_WWV086A_056.png
1399,2,308,331,62,52,Wagner_WWV086A_056.png
1400,2,361,331,62,109,Wagner_WWV086A_056.png
1401,2,471,331,62,97,Wagner_WWV086A_056.png
1402,3,47,446,75,143,Wagner_WWV086A_056.png
1403,3,191,446,75,76,Wagner_WWV086A_056.png
1404,3,268,446,75,94,Wagner_WWV086A_056.png
1405,3,363,446,75,88,Wagner_WWV086A_056.png
1406,3,452,446,75,101,Wagner_WWV086A_056.png
1407,4,47,565,71,145,Wagner_WWV086A_056.png
1408,4,193,565,71,75,Wagner_WWV086A_056.png
1409,4,269,565,71,70,Wagner_WWV086A_056.png
1410,4,340,565,71,64,Wagner_WWV086A_056.png
1411,4,405,565,71,163,Wagner_WWV086A_056.png
1412,5,47,687,78,106,Wagner_WWV086A_056.png
1413,5,155,687,78,68,Wagner_WWV086A_056.png
1414,5,224,687,78,176,Wagner_WWV086A_056.png
1415,5,401,687,78,168,Wagner_WWV086A_056.png
1416,0,46,101,74,178,Wagner_WWV086A_057.png
1417,0,225,101,74,149,Wagner_WWV086A_057.png
1418,0,375,101,74,162,Wagner_WWV086A_057.png
1419,1,45,220,62,94,Wagner_WWV086A_057.png
1420,1,140,220,62,91,Wagner_WWV086A_057.png
1421,1,232,220,62,109,Wagner_WWV086A_057.png
1422,1,342,220,62,44,Wagner_WWV086A_057.png
1423,1,387,220,62,72,Wagner_WWV086A_057.png
1424,1,460,220,62,92,Wagner_WWV086A_057.png
1425,2,40,336,62,132,Wagner_WWV086A_057.png
1426,2,174,336,62,114,Wagner_WWV086A_057.png
1427,2,289,336,62,99,Wagner_WWV086A_057.png
1428,2,389,336,62,91,Wagner_WWV086A_057.png
1429,2,481,336,62,70,Wagner_WWV086A_057.png
1430,3,44,451,62,108,Wagner_WWV086A_057.png
1431,3,153,451,62,133,Wagner_WWV086A_057.png
1432,3,287,451,62,73,Wagner_WWV086A_057.png
1433,3,361,451,62,115,Wagner_WWV086A_057.png
1434,3,477,451,62,74,Wagner_WWV086A_057.png
1435,4,44,577,65,163,Wagner_WWV086A_057.png
1436,4,209,577,65,156,Wagner_WWV086A_057.png
1437,4,366,577,65,184,Wagner_WWV086A_057.png
1438,5,43,692,70,211,Wagner_WWV086A_057.png
1439,5,255,692,70,72,Wagner_WWV086A_057.png
1440,5,327,692,70,120,Wagner_WWV086A_057.png
1441,5,450,692,70,100,Wagner_WWV086A_057.png
1442,0,37,99,63,76,Wagner_WWV086A_058.png
1443,0,114,99,63,105,Wagner_WWV086A_058.png
1444,0,220,99,63,68,Wagner_WWV086A_058.png
1445,0,289,99,63,70,Wagner_WWV086A_058.png
1446,0,360,99,63,68,Wagner_WWV086A_058.png
1447,0,429,99,63,119,Wagner_WWV086A_058.png
1448,1,34,214,62,126,Wagner_WWV086A_058.png
1449,1,161,214,62,116,Wagner_WWV086A_058.png
1450,1,278,214,62,85,Wagner_WWV086A_058.png
1451,1,364,214,62,78,Wagner_WWV086A_058.png
1452,1,443,214,62,105,Wagner_WWV086A_058.png
1453,2,37,325,67,109,Wagner_WWV086A_058.png
1454,2,147,325,67,110,Wagner_WWV086A_058.png
1455,2,258,325,67,95,Wagner_WWV086A_058.png
1456,2,354,325,67,91,Wagner_WWV086A_058.png
1457,2,446,325,67,102,Wagner_WWV086A_058.png
1458,3,37,447,60,94,Wagner_WWV086A_058.png
1459,3,132,447,60,79,Wagner_WWV086A_058.png
1460,3,212,447,60,74,Wagner_WWV086A_058.png
1461,3,287,447,60,100,Wagner_WWV086A_058.png
1462,3,388,447,60,88,Wagner_WWV086A_058.png
1463,3,477,447,60,70,Wagner_WWV086A_058.png
1464,4,37,564,68,120,Wagner_WWV086A_058.png
1465,4,158,564,68,94,Wagner_WWV086A_058.png
1466,4,253,564,68,100,Wagner_WWV086A_058.png
1467,4,354,564,68,103,Wagner_WWV086A_058.png
1468,4,458,564,68,89,Wagner_WWV086A_058.png
1469,5,37,692,62,139,Wagner_WWV086A_058.png
1470,5,177,692,62,92,Wagner_WWV086A_058.png
1471,5,270,692,62,91,Wagner_WWV086A_058.png
1472,5,362,692,62,64,Wagner_WWV086A_058.png
1473,5,427,692,62,120,Wagner_WWV086A_058.png
1474,0,49,100,79,270,Wagner_WWV086A_059.png
1475,0,320,100,79,230,Wagner_WWV086A_059.png
1476,1,50,212,80,266,Wagner_WWV086A_059.png
1477,1,317,212,80,234,Wagner_WWV086A_059.png
1478,2,51,334,68,271,Wagner_WWV086A_059.png
1479,2,323,334,68,229,Wagner_WWV086A_059.png
1480,3,52,457,66,245,Wagner_WWV086A_059.png
1481,3,298,457,66,95,Wagner_WWV086A_059.png
1482,3,395,457,66,70,Wagner_WWV086A_059.png
1483,3,466,457,66,86,Wagner_WWV086A_059.png
1484,4,52,578,58,122,Wagner_WWV086A_059.png
1485,4,175,578,58,81,Wagner_WWV086A_059.png
1486,4,257,578,58,74,Wagner_WWV086A_059.png
1487,4,333,578,58,79,Wagner_WWV086A_059.png
1488,4,414,578,58,139,Wagner_WWV086A_059.png
1489,5,53,689,64,250,Wagner_WWV086A_059.png
1490,5,305,689,64,249,Wagner_WWV086A_059.png
1491,0,40,90,62,100,Wagner_WWV086A_060.png
1492,0,141,90,62,70,Wagner_WWV086A_060.png
1493,0,212,90,62,65,Wagner_WWV086A_060.png
1494,0,278,90,62,62,Wagner_WWV086A_060.png
1495,0,341,90,62,45,Wagner_WWV086A_060.png
1496,0,387,90,62,58,Wagner_WWV086A_060.png
1497,0,446,90,62,109,Wagner_WWV086A_060.png
1498,1,39,211,62,101,Wagner_WWV086A_060.png
1499,1,141,211,62,91,Wagner_WWV086A_060.png
1500,1,233,211,62,112,Wagner_WWV086A_060.png
1501,1,346,211,62,98,Wagner_WWV086A_060.png
1502,1,445,211,62,110,Wagner_WWV086A_060.png
1503,2,42,338,61,94,Wagner_WWV086A_060.png
1504,2,137,338,61,76,Wagner_WWV086A_060.png
1505,2,213,338,61,94,Wagner_WWV086A_060.png
1506,2,309,338,61,66,Wagner_WWV086A_060.png
1507,2,376,338,61,87,Wagner_WWV086A_060.png
1508,2,464,338,61,76,Wagner_WWV086A_060.png
1509,3,40,464,60,199,Wagner_WWV086A_060.png
1510,3,241,464,60,93,Wagner_WWV086A_060.png
1511,3,335,464,60,110,Wagner_WWV086A_060.png
1512,3,446,464,60,109,Wagner_WWV086A_060.png
1513,4,38,574,65,141,Wagner_WWV086A_060.png
1514,4,180,574,65,78,Wagner_WWV086A_060.png
1515,4,261,574,65,100,Wagner_WWV086A_060.png
1516,4,363,574,65,130,Wagner_WWV086A_060.png
1517,4,494,574,65,61,Wagner_WWV086A_060.png
1518,5,37,694,65,102,Wagner_WWV086A_060.png
1519,5,140,694,65,39,Wagner_WWV086A_060.png
1520,5,180,694,65,117,Wagner_WWV086A_060.png
1521,5,298,694,65,116,Wagner_WWV086A_060.png
1522,5,415,694,65,140,Wagner_WWV086A_060.png
1523,0,61,85,63,153,Wagner_WWV086A_061.png
1524,0,215,85,63,117,Wagner_WWV086A_061.png
1525,0,333,85,63,122,Wagner_WWV086A_061.png
1526,0,456,85,63,114,Wagner_WWV086A_061.png
1527,1,60,200,64,131,Wagner_WWV086A_061.png
1528,1,192,200,64,81,Wagner_WWV086A_061.png
1529,1,274,200,64,41,Wagner_WWV086A_061.png
1530,1,316,200,64,52,Wagner_WWV086A_061.png
1531,1,369,200,64,78,Wagner_WWV086A_061.png
1532,1,448,200,64,122,Wagner_WWV086A_061.png
1533,2,60,321,69,115,Wagner_WWV086A_061.png
1534,2,176,321,69,66,Wagner_WWV086A_061.png
1535,2,243,321,69,73,Wagner_WWV086A_061.png
1536,2,317,321,69,113,Wagner_WWV086A_061.png
1537,2,431,321,69,76,Wagner_WWV086A_061.png
1538,2,508,321,69,62,Wagner_WWV086A_061.png
1539,3,59,437,68,92,Wagner_WWV086A_061.png
1540,3,152,437,68,112,Wagner_WWV086A_061.png
1541,3,265,437,68,114,Wagner_WWV086A_061.png
1542,3,380,437,68,84,Wagner_WWV086A_061.png
1543,3,465,437,68,105,Wagner_WWV086A_061.png
1544,4,59,553,73,117,Wagner_WWV086A_061.png
1545,4,177,553,73,121,Wagner_WWV086A_061.png
1546,4,299,553,73,68,Wagner_WWV086A_061.png
1547,4,368,553,73,85,Wagner_WWV086A_061.png
1548,4,454,553,73,116,Wagner_WWV086A_061.png
1549,5,59,680,70,144,Wagner_WWV086A_061.png
1550,5,204,680,70,76,Wagner_WWV086A_061.png
1551,5,281,680,70,70,Wagner_WWV086A_061.png
1552,5,352,680,70,100,Wagner_WWV086A_061.png
1553,5,453,680,70,101,Wagner_WWV086A_061.png
1554,0,39,80,72,199,Wagner_WWV086A_062.png
1555,0,239,80,72,164,Wagner_WWV086A_062.png
1556,0,404,80,72,158,Wagner_WWV086A_062.png
1557,1,38,196,66,147,Wagner_WWV086A_062.png
1558,1,186,196,66,118,Wagner_WWV086A_062.png
1559,1,305,196,66,84,Wagner_WWV086A_062.png
1560,1,390,196,66,90,Wagner_WWV086A_062.png
1561,1,481,196,66,80,Wagner_WWV086A_062.png
1562,2,38,320,67,142,Wagner_WWV086A_062.png
1563,2,181,320,67,147,Wagner_WWV086A_062.png
1564,2,329,320,67,102,Wagner_WWV086A_062.png
1565,2,432,320,67,129,Wagner_WWV086A_062.png
1566,3,37,440,67,123,Wagner_WWV086A_062.png
1567,3,161,440,67,98,Wagner_WWV086A_062.png
1568,3,260,440,67,56,Wagner_WWV086A_062.png
1569,3,317,440,67,91,Wagner_WWV086A_062.png
1570,3,409,440,67,57,Wagner_WWV086A_062.png
1571,3,467,440,67,94,Wagner_WWV086A_062.png
1572,4,36,561,63,88,Wagner_WWV086A_062.png
1573,4,125,561,63,86,Wagner_WWV086A_062.png
1574,4,212,561,63,54,Wagner_WWV086A_062.png
1575,4,267,561,63,87,Wagner_WWV086A_062.png
1576,4,355,561,63,69,Wagner_WWV086A_062.png
1577,4,425,561,63,67,Wagner_WWV086A_062.png
1578,4,493,561,63,67,Wagner_WWV086A_062.png
1579,5,36,688,70,143,Wagner_WWV086A_062.png
1580,5,180,688,70,71,Wagner_WWV086A_062.png
1581,5,252,688,70,75,Wagner_WWV086A_062.png
1582,5,328,688,70,42,Wagner_WWV086A_062.png
1583,5,371,688,70,43,Wagner_WWV086A_062.png
1584,5,415,688,70,145,Wagner_WWV086A_062.png
1585,0,45,102,59,138,Wagner_WWV086A_063.png
1586,0,184,102,59,86,Wagner_WWV086A_063.png
1587,0,271,102,59,152,Wagner_WWV086A_063.png
1588,0,424,102,59,124,Wagner_WWV086A_063.png
1589,1,45,213,59,113,Wagner_WWV086A_063.png
1590,1,159,213,59,118,Wagner_WWV086A_063.png
1591,1,278,213,59,89,Wagner_WWV086A_063.png
1592,1,368,213,59,77,Wagner_WWV086A_063.png
1593,1,446,213,59,102,Wagner_WWV086A_063.png
1594,2,45,328,60,102,Wagner_WWV086A_063.png
1595,2,148,328,60,117,Wagner_WWV086A_063.png
1596,2,266,328,60,79,Wagner_WWV086A_063.png
1597,2,346,328,60,85,Wagner_WWV086A_063.png
1598,2,432,328,60,117,Wagner_WWV086A_063.png
1599,3,41,447,59,165,Wagner_WWV086A_063.png
1600,3,207,447,59,96,Wagner_WWV086A_063.png
1601,3,304,447,59,109,Wagner_WWV086A_063.png
1602,3,414,447,59,135,Wagner_WWV086A_063.png
1603,4,41,561,59,156,Wagner_WWV086A_063.png
1604,4,198,561,59,111,Wagner_WWV086A_063.png
1605,4,310,561,59,106,Wagner_WWV086A_063.png
1606,4,417,561,59,132,Wagner_WWV086A_063.png
1607,5,44,676,74,168,Wagner_WWV086A_063.png
1608,5,213,676,74,126,Wagner_WWV086A_063.png
1609,5,340,676,74,105,Wagner_WWV086A_063.png
1610,5,446,676,74,103,Wagner_WWV086A_063.png
1611,0,44,74,64,219,Wagner_WWV086A_064.png
1612,0,264,74,64,146,Wagner_WWV086A_064.png
1613,0,411,74,64,142,Wagner_WWV086A_064.png
1614,1,44,193,68,184,Wagner_WWV086A_064.png
1615,1,229,193,68,91,Wagner_WWV086A_064.png
1616,1,321,193,68,125,Wagner_WWV086A_064.png
1617,1,447,193,68,106,Wagner_WWV086A_064.png
1618,2,45,315,68,156,Wagner_WWV086A_064.png
1619,2,202,315,68,163,Wagner_WWV086A_064.png
1620,2,367,315,68,187,Wagner_WWV086A_064.png
1621,3,45,434,67,186,Wagner_WWV086A_064.png
1622,3,232,434,67,119,Wagner_WWV086A_064.png
1623,3,352,434,67,109,Wagner_WWV086A_064.png
1624,3,462,434,67,93,Wagner_WWV086A_064.png
1625,4,45,557,61,107,Wagner_WWV086A_064.png
1626,4,153,557,61,64,Wagner_WWV086A_064.png
1627,4,219,557,61,82,Wagner_WWV086A_064.png
1628,4,302,557,61,62,Wagner_WWV086A_064.png
1629,4,365,557,61,89,Wagner_WWV086A_064.png
1630,4,455,557,61,100,Wagner_WWV086A_064.png
1631,5,46,680,58,111,Wagner_WWV086A_064.png
1632,5,157,680,58,73,Wagner_WWV086A_064.png
1633,5,232,680,58,87,Wagner_WWV086A_064.png
1634,5,320,680,58,109,Wagner_WWV086A_064.png
1635,5,430,680,58,126,Wagner_WWV086A_064.png
1636,0,56,93,61,149,Wagner_WWV086A_065.png
1637,0,206,93,61,128,Wagner_WWV086A_065.png
1638,0,335,93,61,229,Wagner_WWV086A_065.png
1639,1,55,222,63,191,Wagner_WWV086A_065.png
1640,1,247,222,63,149,Wagner_WWV086A_065.png
1641,1,397,222,63,167,Wagner_WWV086A_065.png
1642,2,54,342,65,208,Wagner_WWV086A_065.png
1643,2,263,342,65,177,Wagner_WWV086A_065.png
1644,2,441,342,65,122,Wagner_WWV086A_065.png
1645,3,53,458,61,179,Wagner_WWV086A_065.png
1646,3,233,458,61,99,Wagner_WWV086A_065.png
1647,3,333,458,61,137,Wagner_WWV086A_065.png
1648,3,471,458,61,92,Wagner_WWV086A_065.png
1649,4,53,568,63,155,Wagner_WWV086A_065.png
1650,4,209,568,63,81,Wagner_WWV086A_065.png
1651,4,292,568,63,86,Wagner_WWV086A_065.png
1652,4,379,568,63,93,Wagner_WWV086A_065.png
1653,4,473,568,63,90,Wagner_WWV086A_065.png
1654,5,52,688,58,114,Wagner_WWV086A_065.png
1655,5,167,688,58,79,Wagner_WWV086A_065.png
1656,5,247,688,58,115,Wagner_WWV086A_065.png
1657,5,363,688,58,117,Wagner_WWV086A_065.png
1658,5,481,688,58,81,Wagner_WWV086A_065.png
1659,0,41,97,55,138,Wagner_WWV086A_066.png
1660,0,180,97,55,98,Wagner_WWV086A_066.png
1661,0,279,97,55,133,Wagner_WWV086A_066.png
1662,0,413,97,55,130,Wagner_WWV086A_066.png
1663,1,42,204,54,143,Wagner_WWV086A_066.png
1664,1,186,204,54,93,Wagner_WWV086A_066.png
1665,1,280,204,54,94,Wagner_WWV086A_066.png
1666,1,375,204,54,84,Wagner_WWV086A_066.png
1667,1,460,204,54,84,Wagner_WWV086A_066.png
1668,2,44,344,62,125,Wagner_WWV086A_066.png
1669,2,170,344,62,92,Wagner_WWV086A_066.png
1670,2,263,344,62,92,Wagner_WWV086A_066.png
1671,2,356,344,62,93,Wagner_WWV086A_066.png
1672,2,450,344,62,97,Wagner_WWV086A_066.png
1673,3,45,464,62,142,Wagner_WWV086A_066.png
1674,3,188,464,62,88,Wagner_WWV086A_066.png
1675,3,277,464,62,125,Wagner_WWV086A_066.png
1676,3,403,464,62,145,Wagner_WWV086A_066.png
1677,4,46,577,63,143,Wagner_WWV086A_066.png
1678,4,190,577,63,115,Wagner_WWV086A_066.png
1679,4,306,577,63,124,Wagner_WWV086A_066.png
1680,4,431,577,63,117,Wagner_WWV086A_066.png
1681,5,46,683,68,146,Wagner_WWV086A_066.png
1682,5,193,683,68,112,Wagner_WWV086A_066.png
1683,5,306,683,68,118,Wagner_WWV086A_066.png
1684,5,425,683,68,123,Wagner_WWV086A_066.png
1685,0,52,87,64,170,Wagner_WWV086A_067.png
1686,0,223,87,64,118,Wagner_WWV086A_067.png
1687,0,342,87,64,130,Wagner_WWV086A_067.png
1688,0,473,87,64,91,Wagner_WWV086A_067.png
1689,1,51,206,73,151,Wagner_WWV086A_067.png
1690,1,203,206,73,105,Wagner_WWV086A_067.png
1691,1,309,206,73,127,Wagner_WWV086A_067.png
1692,1,437,206,73,127,Wagner_WWV086A_067.png
1693,2,52,337,76,130,Wagner_WWV086A_067.png
1694,2,183,337,76,105,Wagner_WWV086A_067.png
1695,2,289,337,76,104,Wagner_WWV086A_067.png
1696,2,394,337,76,170,Wagner_WWV086A_067.png
1697,3,51,460,74,146,Wagner_WWV086A_067.png
1698,3,198,460,74,183,Wagner_WWV086A_067.png
1699,3,382,460,74,182,Wagner_WWV086A_067.png
1700,4,50,581,73,150,Wagner_WWV086A_067.png
1701,4,201,581,73,174,Wagner_WWV086A_067.png
1702,4,376,581,73,187,Wagner_WWV086A_067.png
1703,5,49,686,68,107,Wagner_WWV086A_067.png
1704,5,157,686,68,77,Wagner_WWV086A_067.png
1705,5,235,686,68,85,Wagner_WWV086A_067.png
1706,5,321,686,68,79,Wagner_WWV086A_067.png
1707,5,401,686,68,84,Wagner_WWV086A_067.png
1708,5,486,686,68,77,Wagner_WWV086A_067.png
1709,0,42,102,70,117,Wagner_WWV086A_068.png
1710,0,160,102,70,83,Wagner_WWV086A_068.png
1711,0,245,102,70,102,Wagner_WWV086A_068.png
1712,0,348,102,70,95,Wagner_WWV086A_068.png
1713,0,444,102,70,120,Wagner_WWV086A_068.png
1714,1,40,231,68,141,Wagner_WWV086A_068.png
1715,1,183,231,68,102,Wagner_WWV086A_068.png
1716,1,286,231,68,99,Wagner_WWV086A_068.png
1717,1,386,231,68,75,Wagner_WWV086A_068.png
1718,1,462,231,68,101,Wagner_WWV086A_068.png
1719,2,40,347,71,94,Wagner_WWV086A_068.png
1720,2,136,347,71,112,Wagner_WWV086A_068.png
1721,2,249,347,71,97,Wagner_WWV086A_068.png
1722,2,347,347,71,104,Wagner_WWV086A_068.png
1723,2,452,347,71,111,Wagner_WWV086A_068.png
1724,3,40,467,73,128,Wagner_WWV086A_068.png
1725,3,170,467,73,99,Wagner_WWV086A_068.png
1726,3,270,467,73,95,Wagner_WWV086A_068.png
1727,3,366,467,73,90,Wagner_WWV086A_068.png
1728,3,457,467,73,105,Wagner_WWV086A_068.png
1729,4,40,587,70,119,Wagner_WWV086A_068.png
1730,4,160,587,70,97,Wagner_WWV086A_068.png
1731,4,258,587,70,106,Wagner_WWV086A_068.png
1732,4,366,587,70,196,Wagner_WWV086A_068.png
1733,5,40,705,66,111,Wagner_WWV086A_068.png
1734,5,152,705,66,71,Wagner_WWV086A_068.png
1735,5,224,705,66,65,Wagner_WWV086A_068.png
1736,5,290,705,66,76,Wagner_WWV086A_068.png
1737,5,367,705,66,195,Wagner_WWV086A_068.png
1738,0,43,86,66,97,Wagner_WWV086A_069.png
1739,0,141,86,66,97,Wagner_WWV086A_069.png
1740,0,239,86,66,191,Wagner_WWV086A_069.png
1741,1,41,201,66,165,Wagner_WWV086A_069.png
1742,1,207,201,66,146,Wagner_WWV086A_069.png
1743,1,354,201,66,101,Wagner_WWV086A_069.png
1744,1,456,201,66,99,Wagner_WWV086A_069.png
1745,2,39,317,73,176,Wagner_WWV086A_069.png
1746,2,216,317,73,78,Wagner_WWV086A_069.png
1747,2,295,317,73,84,Wagner_WWV086A_069.png
1748,2,380,317,73,87,Wagner_WWV086A_069.png
1749,2,468,317,73,86,Wagner_WWV086A_069.png
1750,3,34,446,57,120,Wagner_WWV086A_069.png
1751,3,155,446,57,115,Wagner_WWV086A_069.png
1752,3,271,446,57,93,Wagner_WWV086A_069.png
1753,3,365,446,57,63,Wagner_WWV086A_069.png
1754,3,429,446,57,62,Wagner_WWV086A_069.png
1755,3,492,446,57,61,Wagner_WWV086A_069.png
1756,4,32,560,55,96,Wagner_WWV086A_069.png
1757,4,129,560,55,74,Wagner_WWV086A_069.png
1758,4,204,560,55,67,Wagner_WWV086A_069.png
1759,4,272,560,55,76,Wagner_WWV086A_069.png
1760,4,349,560,55,69,Wagner_WWV086A_069.png
1761,4,419,560,55,65,Wagner_WWV086A_069.png
1762,4,485,560,55,66,Wagner_WWV086A_069.png
1763,5,34,687,54,96,Wagner_WWV086A_069.png
1764,5,131,687,54,59,Wagner_WWV086A_069.png
1765,5,191,687,54,64,Wagner_WWV086A_069.png
1766,5,256,687,54,69,Wagner_WWV086A_069.png
1767,5,326,687,54,64,Wagner_WWV086A_069.png
1768,5,391,687,54,90,Wagner_WWV086A_069.png
1769,5,482,687,54,68,Wagner_WWV086A_069.png
1770,0,61,103,61,95,Wagner_WWV086A_070.png
1771,0,158,103,61,90,Wagner_WWV086A_070.png
1772,0,249,103,61,69,Wagner_WWV086A_070.png
1773,0,319,103,61,106,Wagner_WWV086A_070.png
1774,0,426,103,61,136,Wagner_WWV086A_070.png
1775,1,60,214,64,153,Wagner_WWV086A_070.png
1776,1,213,214,64,147,Wagner_WWV086A_070.png
1777,1,362,214,64,119,Wagner_WWV086A_070.png
1778,1,482,214,64,80,Wagner_WWV086A_070.png
1779,2,59,327,62,146,Wagner_WWV086A_070.png
1780,2,206,327,62,109,Wagner_WWV086A_070.png
1781,2,316,327,62,99,Wagner_WWV086A_070.png
1782,2,416,327,62,145,Wagner_WWV086A_070.png
1783,3,58,453,58,144,Wagner_WWV086A_070.png
1784,3,203,453,58,165,Wagner_WWV086A_070.png
1785,3,369,453,58,190,Wagner_WWV086A_070.png
1786,4,57,574,64,145,Wagner_WWV086A_070.png
1787,4,203,574,64,196,Wagner_WWV086A_070.png
1788,4,400,576,63,157,Wagner_WWV086A_070.png
1789,5,56,686,63,216,Wagner_WWV086A_070.png
1790,5,273,686,63,63,Wagner_WWV086A_070.png
1791,5,337,686,63,63,Wagner_WWV086A_070.png
1792,5,401,686,63,64,Wagner_WWV086A_070.png
1793,5,467,686,63,90,Wagner_WWV086A_070.png
1794,0,52,113,59,103,Wagner_WWV086A_071.png
1795,0,156,113,59,43,Wagner_WWV086A_071.png
1796,0,200,113,59,64,Wagner_WWV086A_071.png
1797,0,265,113,59,56,Wagner_WWV086A_071.png
1798,0,322,113,59,59,Wagner_WWV086A_071.png
1799,0,382,113,59,179,Wagner_WWV086A_071.png
1800,1,52,235,59,197,Wagner_WWV086A_071.png
1801,1,250,235,59,186,Wagner_WWV086A_071.png
1802,1,437,235,59,125,Wagner_WWV086A_071.png
1803,2,51,357,59,185,Wagner_WWV086A_071.png
1804,2,237,357,59,160,Wagner_WWV086A_071.png
1805,2,398,357,59,163,Wagner_WWV086A_071.png
1806,3,50,462,67,173,Wagner_WWV086A_071.png
1807,3,224,462,67,153,Wagner_WWV086A_071.png
1808,3,378,462,67,183,Wagner_WWV086A_071.png
